요양기관명,종별,시도,시군구,읍면동,주소,전화번호,홈페이지,개설일자,총의사수,피부과전문의수,좌표X,좌표Y,요양기호
이명기내과의원,의원,경기,남양주시,진접읍,"경기도 남양주시 진접읍 봉현로14번길 11, 2층",031-572-0990,,34996,2,0,127.18183740000001,37.715959300000002,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ3OSQzNjEyMjIjNjEjJDEjJDgjJDgz
이수완비뇨기과의원,의원,경기,남양주시,와부읍,"경기도 남양주시 와부읍 덕소로97번길 4, 403호 (중앙프라자)",031-576-7776,,35406,1,0,127.2127168,37.585568299999998,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQxMyQ0NjE0ODEjNjEjJDEjJDAjJDgz
이종원비뇨기과의원,의원,경기,남양주시,화도읍,"경기도 남양주시 화도읍 마석중앙로 73, 3층 301호 (에스엘빌딩)",031-593-1983,http://,35914,1,0,127.3080877,37.652281799999997,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQwMyQyNjE4MzIjNDEjJDEjJDgjJDgz
이주영의원,의원,경기,남양주시,퇴계원면,"경기도 남양주시 퇴계원읍 퇴계원로 52, 다모아빌딩 4층 42호",031-527-6223,,42221,1,0,127.1424067,37.6512356,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ4MiQyNjE0ODEjNjEjJDEjJDgjJDgz
장현마취통증의학과의원,의원,경기,남양주시,진접읍,"경기도 남양주시 진접읍 장현로 77, 3층 314호 (장현프라자)",572-0275,,40625,1,0,127.1808911,37.717616,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQxMyQyNjEwMDIjODEjJDEjJDIjJDgz
장현서울의원,의원,경기,남양주시,진접읍,"경기도 남양주시 진접읍 금강로1573번길 9, 2층 (영훈빌딩)",031-529-7939,,40115,1,0,127.1938121,37.732167099999998,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz
전소아청소년과의원,의원,경기,남양주시,평내동,"경기도 남양주시 경춘로 1316, 4층 (평내동)",031-591-4758,,32736,1,0,127.23857510000001,37.650668099999997,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ3MiQyNjE0ODEjNTEjJDEjJDIjJDgz
제너리스의원,의원,경기,남양주시,다산동,"경기도 남양주시 다산중앙로 132, 317,321~327호 (다산동)",031-522-4110,,45589,3,0,127.15334540000001,37.625460599999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQyIyQ3IyQwMCQzNjE0ODEjNzEjJDEjJDgjJDgz
제니스의원,의원,경기,남양주시,평내동,"경기도 남양주시 평내로29번길 49, 3층 303호 (평내동, 평내엠투프라자)",031-595-5911,,41712,1,0,127.2356564,37.645862399999999,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ3MiQzNjE4MzIjODEjJDEjJDYjJDgz
주내과의원,의원,경기,남양주시,퇴계원읍,"경기도 남양주시 퇴계원읍 퇴계원로 52, 다모아빌딩 3층 304,305호",031-527-2700,,39007,1,0,127.1424067,37.6512356,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNTEjJDEjJDIjJDgz
중문의원,의원,경기,남양주시,수동면,"경기도 남양주시 수동면 비룡로 720-1, (수동면)",031-592-6685,,38097,1,0,127.3270136,37.703154300000001,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ4MiQyNjEwMDIjODEjJDEjJDIjJDgz
중앙내과의원,의원,경기,남양주시,화도읍,"경기도 남양주시 화도읍 비룡로 62, 404호 (중앙프라자)",031-593-8273,www.jungangclinic.com/,38656,1,0,127.3021177,37.657530299999998,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz
진건메디의원,의원,경기,남양주시,진건읍,"경기도 남양주시 진건읍 사릉로442번길 27, 경진빌딩 2층",031-514-5194,,43230,1,0,127.177813,37.659395400000001,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ4MiQ0NjE0ODEjODEjJDEjJDIjJDgz
차오르다의원,의원,경기,남양주시,다산동,"경기도 남양주시 다산중앙로145번길 11, 301~304,307호 (다산동)",031-522-4789,,44841,2,0,127.1511311,37.625489700000003,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjNzEjJDEjJDgjJDgz
참사랑의원,의원,경기,남양주시,화도읍,"경기도 남양주시 화도읍 수레로 1165, 3층 (장흥빌딩)",031-559-0075,,40862,1,0,127.30310369999999,37.641272899999997,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3OSQ0NjEwMDIjNjEjJDEjJDAjJDgz
참의원,의원,경기,남양주시,금곡동,"경기도 남양주시 사릉로 14, 303호 (금곡동, 금곡프라자)",031-591-4101,,32854,1,0,127.2076878,37.634309299999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ3OSQyNjEwMDIjODEjJDEjJDIjJDgz
채움플러스의원 별내,의원,경기,남양주시,별내동,"경기도 남양주시 별내5로5번길 15-1, 4층 (별내동)",031-571-7585,,44627,2,0,127.1122484,37.650579499999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQyIyQxIyQwMCQzNjE0ODEjNDEjJDEjJDQjJDgz
청담비뇨기과의원,의원,경기,남양주시,호평동,"경기도 남양주시 늘을2로 20, 407호 (호평동, CH리베로빌딩)",031-592-3698,,42515,1,0,127.24411050000001,37.654495199999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ5MiQyNjEwMDIjNzEjJDEjJDgjJDgz
청학의원,의원,경기,남양주시,별내면,"경기도 남양주시 별내면 청학로68번길 13, 2층 (삼화빌딩)",031-821-6600,,37152,1,0,127.119373,37.708559200000003,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQxMyQyNjEwMDIjNDEjJDEjJDQjJDgz
청학제일의원,의원,경기,남양주시,별내면,"경기도 남양주시 별내면 청학로114번길 10, 3층 (한영빌딩)",031-841-7585,,36404,1,0,127.1146591,37.709145100000001,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz
최재준신경외과의원,의원,경기,남양주시,화도읍,"경기도 남양주시 화도읍 마석중앙로 78, (화도읍)",031-511-2877,,37029,1,0,127.3082684,37.651907100000003,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4MiQ0NjEwMDIjNTEjJDEjJDIjJDgz
최진현소아청소년과의원,의원,경기,남양주시,진접읍,"경기도 남양주시 진접읍 해밀예당3로 61, 301호 (중앙프라자)",031-575-1700,,40301,1,0,127.197829,37.715123900000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz
타임뷰의원,의원,경기,남양주시,별내동,"경기도 남양주시 별내중앙로 24, 4층 401,402호 (별내동)",031-524-9779,,45225,1,0,127.1262479,37.645456699999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz
튼튼한정형외과의원,의원,경기,남양주시,별내면,"경기도 남양주시 별내면 청학로중앙길 9, 201호 (청화빌딩)",031-841-7555,,37680,1,0,127.11840719999999,37.708699099999997,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz
편한내과의원,의원,경기,남양주시,다산동,"경기도 남양주시 도농로 1, 4층 (다산동, 상임빌딩)",565-0119,,40234,3,0,127.157235,37.606119800000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ2MiQ0NjEwMDIjNzEjJDEjJDgjJDgz
프라임내과의원,의원,경기,남양주시,별내동,"경기도 남양주시 별내2로 64, 쎈타프라자 201,203,204호 (별내동)",031-573-7362,,41981,3,0,127.12491300000001,37.646437599999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQwMyQyNjEwMDIjODEjJDEjJDIjJDgz
프렌닥터중앙의원,의원,경기,남양주시,금곡동,"경기도 남양주시 경춘로 988, (금곡동)",031-592-2362,,34165,1,0,127.2113705,37.6340632,JDU4MTI3MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjE0ODEjNTEjJDEjJDIjJDgz
플러스피부과의원,의원,경기,남양주시,화도읍,"경기도 남양주시 화도읍 경춘로1876번길 3, 401호",031-511-0221,,44503,2,1,127.2970131,37.652385000000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ5OSQzNjEyMjIjNjEjJDEjJDgjJDgz
피노키오정형외과의원,의원,경기,남양주시,와부읍,"경기도 남양주시 와부읍 덕소로 238, 2층, 3층 (인덕빌딩)",031-521-7501,,37981,1,0,127.2225492,37.579238099999998,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ5MiQyNjE0ODEjNDEjJDEjJDQjJDgz
하나산부인과의원,의원,경기,남양주시,퇴계원읍,"경기도 남양주시 퇴계원면 퇴계원로 52, 202호",031-574-6141,,36864,1,0,127.1424067,37.6512356,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjNzEjJDEjJDgjJDgz
한내과의원,의원,경기,남양주시,퇴계원면,"경기도 남양주시 퇴계원읍 퇴계원로 29, 305호,309호 (송백타운)",031-557-6200,,41137,2,0,127.1407462,37.649693999999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz
한림의원,의원,경기,남양주시,진접읍,"경기도 남양주시 진접읍 내각1로 88, (진접읍)",031-572-7260,,35669,1,0,127.1665591,37.704498100000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz
한사랑내과의원,의원,경기,남양주시,와부읍,"경기도 남양주시 와부읍 덕소로97번길 61, 4층 (은산빌딩)",031-521-7599,,39219,1,0,127.218335,37.588076999999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ2MiQ0NjEwMDIjNjEjJDEjJDQjJDgz
한사랑의원,의원,경기,남양주시,퇴계원면,"경기도 남양주시 퇴계원읍 경춘북로558번길 2, 2층",031-572-8335,,37788,1,0,127.14552,37.647964000000002,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNjEjJDEjJDQjJDgz
한양성모의원,의원,경기,남양주시,진건읍,"경기도 남양주시 진건읍 사릉로 400, 1층, 2층 (노아쇼핑)",031-573-7582,,35496,1,0,127.1802026,37.656258100000002,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEyMjIjNjEjJDEjJDQjJDgz
해밀소아청소년과의원,의원,경기,남양주시,별내면,"경기도 남양주시 별내면 청학로중앙길 9, 2층 (청화빌딩)",031-856-7582,,42447,1,0,127.11840719999999,37.708699099999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ4MiQzNjEyMjIjNjEjJDEjJDAjJDgz
해비치소아청소년과의원,의원,경기,남양주시,오남읍,"경기도 남양주시 오남읍 진건오남로512번길 4, 2층 (동명프라자)",031-527-2300,,40654,1,0,127.2093934,37.679210699999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQ0NjEwMDIjODEjJDEjJDYjJDgz
행복을여는의원,의원,경기,남양주시,오남읍,"경기도 남양주시 오남읍 진건오남로 629-1, 1층 103,104호 (진주상가)",031-574-8364,,36052,1,0,127.21174240000001,37.6892864,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQwMyQyNjE4MzIjNTEjJDEjJDYjJDgz
행복한연세가정의학과의원,의원,경기,남양주시,도농동,"경기도 남양주시 미금로 14, (도농동, 도농센트레빌아파트)",031-554-6060,,38811,1,0,127.1528759,37.606263499999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQwMyQyNjEyMjIjNDEjJDEjJDgjJDgz
현대정형외과의원,의원,경기,남양주시,와부읍,"경기도 남양주시 와부읍 덕소로97번길 9, 일신프라자 4층",031-576-6651,,33483,2,0,127.2132956,37.586151999999998,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz
호평박비뇨기과의원,의원,경기,남양주시,호평동,"경기도 남양주시 늘을2로 26, 408호 (호평동, 메인시네마)",031-559-8030,,38940,1,0,127.2441115,37.6550783,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz
호평성모마취통증의학과의원,의원,경기,남양주시,호평동,"경기도 남양주시 늘을2로 26, 305호 (호평동, 호평메인시네마타워)",031-592-0505,http://www.painhair.co.kr/,40639,1,0,127.2441115,37.6550783,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz
뉴라인의원,의원,경기,동두천시,지행동,"경기도 동두천시 중앙로 110-17, 3층 (지행동)",031-858-3490,,39832,1,0,127.05337299999999,37.891399100000001,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjNzEjJDEjJDgjJDgz
늘푸른정형외과의원,의원,경기,동두천시,지행동,"경기도 동두천시 지행로 59, 2,6,7층 (지행동, M클리닉센터)",031-862-8275,,39154,2,0,127.0537856,37.892697099999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz
생연제일의원,의원,경기,동두천시,생연동,"경기도 동두천시 생골로 36, (생연동)",031-868-7755,,36271,1,0,127.06197299999999,37.900118599999999,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjNjEjJDEjJDAjJDgz
서울맑은 정신건강의학과의원,의원,경기,동두천시,지행동,"경기도 동두천시 중앙로 126, 생연프라자 3층 305호 (지행동)",031-928-6656,,43175,2,0,127.052538,37.892772000000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz
서울이비인후과의원,의원,경기,동두천시,지행동,"경기도 동두천시 지행로 50, 401,402,406호 (지행동)",031-858-9760,,38090,1,0,127.05261520000001,37.892090600000003,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ2MiQyNjE4MzIjNDEjJDEjJDQjJDgz
속내과의원,의원,경기,동두천시,지행동,"경기도 동두천시 지행로 56, 504,505호 (지행동)",031-868-6080,,41107,1,0,127.0533841,37.892083300000003,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5MiQyNjEyMjIjNDEjJDEjJDQjJDgz
수가정의학과의원,의원,경기,동두천시,생연동,"경기도 동두천시 삼육사로 1007, 2층 (생연동)",031-858-9998,,41541,1,0,127.0617812,37.899438699999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjEyMjIjNDEjJDEjJDQjJDgz
아이맘소아청소년과의원,의원,경기,동두천시,지행동,"경기도 동두천시 지행로 56, 4층 406호 (지행동, 스타월드타워)",031-865-0966,,40025,1,0,127.0533841,37.892083300000003,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3MiQzNjEwMDIjNjEjJDEjJDQjJDgz
아이윌의원,의원,경기,동두천시,지행동,"경기도 동두천시 지행로 49, 501호 (지행동, 청솔프라자)",031-859-7933,,41078,2,0,127.0528145,37.892707000000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjE4MzIjNTEjJDEjJDIjJDgz
이영길내과의원,의원,경기,동두천시,생연동,"경기도 동두천시 중앙로 267, 2층 (생연동)",031-868-4670,,36070,2,0,127.05375220000001,37.905375999999997,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz
이은종내과의원,의원,경기,동두천시,지행동,"경기도 동두천시 중앙로 112, 502호 (지행동, 메인프라자)",031-862-8700,www.leeej.com/,37083,2,0,127.0525009,37.891473900000001,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ5MiQ0NjEwMDIjNzEjJDEjJDgjJDgz
이헌정형외과의원,의원,경기,동두천시,생연동,"경기도 동두천시 생연로 131, (생연동)",031-862-2112,,33015,2,0,127.05121339999999,37.904369699999997,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQyIyQ3IyQwMCQyNjE0ODEjNzEjJDEjJDgjJDgz
재)서울의원,의원,경기,동두천시,생연동,"경기도 동두천시 중앙로 309, (생연동)",031-865-2380,,30370,3,1,127.05445090000001,37.909128299999999,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ2MiQyNjEyMjIjNzEjJDEjJDgjJDgz
조은비뇨기과의원,의원,경기,동두천시,지행동,"경기도 동두천시 지행로 59, 401호 (지행동, M클리닉센터)",031-864-1711,http://,38489,1,0,127.0537856,37.892697099999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz
하나의원,의원,경기,동두천시,생연동,"경기도 동두천시 중앙로 267-1, 4층 (생연동, 가나프라자)",031-868-1275,www.hananpclinic.co.kr/,36893,1,0,127.0537708,37.905452500000003,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDQjJDgz
해성산부인과의원,의원,경기,동두천시,생연동,"경기도 동두천시 정장로 34, (생연동)",031-868-0868,www.hsclinic.net/,35174,3,0,127.05451770000001,37.904056699999998,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz
SOK속편한내과의원,의원,경기,부천소사구,심곡본동,"경기도 부천시 소사구 경인로 231, 201호, 202호, 203호 일부호 (심곡본동)",032-667-1088,,40504,2,0,126.7812801,37.4834812,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjEwMDIjNTEjJDEjJDYjJDgz
가톨릭정형외과의원,의원,경기,부천소사구,괴안동,"경기도 부천시 소사구 경인로 522, 4층 (괴안동, 위드플러스타워)",032-223-8275,,37225,1,0,126.813311,37.484532600000001,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQwMyQzNjE4MzIjNzEjJDEjJDgjJDgz
건강한속내과의원,의원,경기,부천소사구,심곡본동,"경기도 부천시 소사구 경인로 190, 3층 302호 (심곡본동, 부천라비앙로제)",032-655-7582,,44706,1,0,126.7765026,37.483435,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQ0NjE0ODEjNTEjJDEjJDYjJDgz
김종찬소아과의원,의원,경기,부천소사구,송내동,"경기도 부천시 소사구 중동로 48, 502호 (송내동, 대우프라자)",032-661-9348,,38625,1,0,126.7642489,37.484326899999999,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQyIyQ5IyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz
김현석내과의원,의원,경기,부천소사구,송내동,"경기도 부천시 소사구 경인로 74, (송내동, 성보빌딩 4층)",032-661-1300,,38947,1,0,126.763485,37.483564600000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ4OSQyNjEyMjIjODEjJDEjJDYjJDgz
누가의원,의원,경기,부천소사구,심곡본동,"경기도 부천시 소사구 심곡로 73, (심곡본동)",032-655-9598,,34181,1,0,126.7751384,37.477461900000002,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNDEjJDEjJDQjJDgz
동안미의원,의원,경기,부천소사구,심곡본동,"경기도 부천시 소사구 경인로 240-1, 3층 (심곡본동)",032-668-8297,http://donganmi.co.kr/,40990,1,0,126.7821522,37.482911600000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ2MiQzNjE4MzIjNTEjJDEjJDIjJDgz
리스테이성형외과의원,의원,경기,부천소사구,송내동,"경기도 부천시 소사구 송내대로 37, 라라스타찌오네 1동 5층 501호 (송내동)",032-651-7588,,46072,1,0,126.7528686,37.486890899999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQyIyQ3IyQwMCQzNjEwMDIjODEjJDEjJDYjJDgz
맑은석피부과의원,의원,경기,부천소사구,괴안동,"경기도 부천시 소사구 경인로 505, 309호,310호,311호 (괴안동, 역곡하이뷰)",032-345-1979,,42264,3,1,126.8111706,37.484413799999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz
미래신경과의원,의원,경기,부천소사구,송내동,"경기도 부천시 소사구 송내대로 38, 4,5층 (송내동)",032-664-9944,http://www.healthybrain.co.kr/,37291,1,0,126.7538088,37.487025199999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
미애로여성의원,의원,경기,부천소사구,심곡본동,"경기도 부천시 소사구 경인로 238-7, (심곡본동)",032-666-8275,,36189,2,0,126.7819599,37.482901099999999,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNjEjJDEjJDAjJDgz
부천신통재활의학과의원,의원,경기,부천소사구,심곡본동,"경기도 부천시 소사구 경인로 210-1, 4층 (심곡본동)",032-347-7117,,45460,1,0,126.7787086,37.483152400000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz
부천연합의원,의원,경기,부천소사구,심곡본동,"경기도 부천시 소사구 경인로216번길 27, (심곡본동, 나노테마타운)",032-611-4075,http://blog.daum.net/rlatjgud,40686,1,0,126.7796694,37.482074400000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQwMyQyNjEyMjIjNjEjJDEjJDQjJDgz
부천조은내과의원,의원,경기,부천소사구,괴안동,"경기도 부천시 소사구 경인로 511, 4층 일부호 (괴안동)",032-233-1428,,44126,1,0,126.81190429999999,37.484704100000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ5MiQzNjE0ODEjNTEjJDEjJDIjJDgz
부천한빛안과의원,의원,경기,부천소사구,심곡본동,"경기도 부천시 소사구 경인로 203, 201호 (심곡본동, 서전빌딩)",032-651-3875,,38765,1,0,126.7781653,37.483756999999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQwMyQzNjEwMDIjODEjJDEjJDYjJDgz
산들소아청소년과의원,의원,경기,부천소사구,옥길동,"경기도 부천시 소사구 범안로219번길 19, 1층 106호 (옥길동, 부천옥길자이)",032-345-5177,,44769,1,0,126.81266549999999,37.463962100000003,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ4MiQyNjEwMDIjNjEjJDEjJDgjJDgz
삼성새봄피부과의원,의원,경기,부천소사구,옥길동,"경기도 부천시 소사구 옥길로 111, 드림탑프라자 701호, 702호 (옥길동)",032-346-7555,,43565,3,3,126.8218423,37.467106399999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz
새생명일반내과의원,의원,경기,부천소사구,심곡본동,"경기도 부천시 소사구 경인로 217, 2층일부호 (심곡본동)",032-668-0675,,37063,3,0,126.7798344,37.483530999999999,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ5OSQzNjEwMDIjODEjJDEjJDIjJDgz
서울삼성비뇨기과의원,의원,경기,부천소사구,심곡본동,"경기도 부천시 소사구 자유로 52, 4층 (심곡본동)",663-0307,,39794,1,0,126.7818139,37.483618300000003,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz
서울성모내과의원,의원,경기,부천소사구,범박동,"경기도 부천시 소사구 범안로 117, 현대리치모아 309호 (범박동)",032-351-5800,,41954,1,0,126.80962769999999,37.471248099999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ3MiQyNjE4MzIjNTEjJDEjJDIjJDgz
서울정형외과의원,의원,경기,부천소사구,심곡본동,"경기도 부천시 소사구 성주로 271, 1~2층 (심곡본동)",032-611-6646,,36298,1,0,126.7820662,37.482577300000003,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz
성모우리내과의원,의원,경기,부천소사구,소사본동,"경기도 부천시 소사구 소삼로 20, 4층, 5층 (소사본동)",032-347-0075,,43307,6,0,126.7952674,37.478390699999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ5MiQyNjE4MzIjODEjJDEjJDYjJDgz
