우선순위,결함수,요양기관명,시도,시군구,전화,홈페이지,방침페이지(여기서 확인),문의폼,후크,이메일,확인일,비고
3,3,늘건강내과이비인후과의원,서울,동작구,02-822-3375,http://www.neulgungang.co.kr/,http://www.neulgungang.co.kr/notice/notice_v.asp?srno=1862421,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
3,3,리버스의원,서울,마포구,02-1544-0890,http://www.reverseclinic.com/,https://www.reverseclinic.com/#,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 푸터 카피라이트 2020 — 방치 인상,,2026-08-06,이메일 미발견
3,3,서피부과의원,서울,마포구,02-334-2898,http://www.seoderma.co.kr/,http://www.seoderma.co.kr/bbs/board.php?bo_table=derma_04&wr_id=48,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
3,3,연세동안의원,서울,마포구,02-707-1023,http://www.vipclinic.co.kr/,http://www.vipclinic.co.kr/contents/main/main.html#,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
3,3,임비뇨기과의원,서울,마포구,02-715-2100,http://www.adamclinic.co.kr/,http://www.adamclinic.co.kr/#,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
3,3,홍대톡스앤필의원,서울,마포구,02-332-4842,https://www.toxnfill50.com/,https://www.toxnfill50.com/acceptPrivacy.php,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 푸터 카피라이트 2021 — 방치 인상,,2026-08-06,공용/제작사 의심 제외: help@triupcorp.com bbg@bbgnetworks.com / 방침페이지
3,3,웰비뇨기과의원,서울,서대문구,02-3217-8875,http://www.wellclinic.co.kr/,http://www.wellclinic.co.kr/#,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,well@wellclinic.co.kr,2026-08-06,푸터/본문(mailto)
3,3,학교앞작은의원,서울,서대문구,02-313-3105,http://www.ohmydoc.co.kr/,http://www.ohmydoc.co.kr/notice/notice_v.asp?srno=1862421,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
3,3,미즈러브여성비뇨의학과의원,서울,서초구,02-3447-6363,http://www.mizlove.com/,http://www.mizlove.com/bbs/content.php?co_id=privacy,1,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
3,3,새하얀피부과의원,서울,서초구,02-583-2500,http://www.whitskin.com/,http://www.whitskin.com/2021/member/member01.php,1,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
3,3,순플러스성형외과의원,서울,서초구,02-547-1705,http://www.soonplus.com/,http://www.soonplus.com/bbs/content.php?co_id=privacy,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,pssoon0@naver.com,2026-08-06,푸터/본문
3,3,아나모헤어플란트의원,서울,서초구,02-553-7573,http://www.anamo.co.kr/,http://www.anamo.co.kr/#,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
3,3,에이치성형외과의원,서울,서초구,02-3447-0100,http://www.ys100ps.co.kr/,http://www.ys100ps.co.kr/bbs/content.php?co_id=privacy,2,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,h_clinicps@naver.com,2026-08-06,푸터/본문
3,3,연세탑뷰티의원,서울,서초구,02-533-4287,http://www.sbclinic.kr/,http://www.sbclinic.kr/#,1,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
3,3,임이석테마피부과의원,서울,서초구,3446-1110,http://www.beautyskin.kr/,https://www.beautyskin.kr/member/privacy.php,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 푸터 카피라이트 2019 — 방치 인상,,2026-08-06,이메일 미발견
3,3,핸슨의원,서울,서초구,532-8053,http://www.drhansen.kr/,http://drhansen.kr/?privacy=terms&tabIdx=0,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
3,3,지인산부인과의원,서울,성북구,02-923-8888,http://www.huu.kr/,https://www.huu.kr/member/privacy.html,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 푸터 카피라이트 2011 — 방치 인상,huu@huu.kr ; baramsok@daum.net,2026-08-06,복수 발견 — 하나 선택 필요 / 푸터/본문(mailto)
3,3,베스탑비뇨기과의원,서울,송파구,02-416-4747,http://www.bestopclinic.com/,http://www.bestopclinic.com/?mode=privacy,2,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생 / 푸터 카피라이트 2019 — 방치 인상,,2026-08-06,이메일 미발견
3,3,소솜피부과의원,서울,송파구,02-420-3234,http://www.119som.com/,http://www.119som.com/,0,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생 / 푸터 카피라이트 2018 — 방치 인상,,2026-08-06,이메일 미발견
3,3,연세탑비뇨기과의원,서울,양천구,02-2605-2580,http://www.yonseitopuro.com/,http://www.yonseitopuro.com/notice/notice_v.asp?srno=1862421,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
3,3,베스탑비뇨기과의원,서울,영등포구,02-2678-7070,http://www.bestopclinic.com/,http://www.bestopclinic.com/?mode=privacy,2,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생 / 푸터 카피라이트 2019 — 방치 인상,,2026-08-06,이메일 미발견
3,3,성모속튼튼내과의원,서울,영등포구,02-2671-5656,http://sokgood.com/,http://sokgood.com/#,1,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생 / 푸터 카피라이트 2021 — 방치 인상,,2026-08-06,이메일 미발견
3,3,로쉬여성의원,서울,은평구,02-303-9313,http://www.miaeroyp.com/,http://www.miaeroyp.com/bbs/content.php?co_id=privacy,1,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,dahaeobg@daum.net,2026-08-06,방침페이지(mailto)
3,3,새하얀피부과의원,서울,은평구,02-353-5600,http://www.whitskin.com/,http://www.whitskin.com/2021/member/member01.php,1,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
3,3,이윤진산부인과의원,서울,은평구,02-356-3100,http://www.leeyoonjin.com/,http://www.leeyoonjin.com/index.php?ch=memberPrivacy,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,rosella00@naver.com,2026-08-06,방침페이지
3,3,경희궁비뇨의학과의원,서울,종로구,02-722-7550,http://www.bestopclinic.com/,http://www.bestopclinic.com/?mode=privacy,2,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생 / 푸터 카피라이트 2019 — 방치 인상,,2026-08-06,이메일 미발견
3,3,래인의원,서울,종로구,02-6272-4194,http://www.leinclinic.com/,http://www.leinclinic.com/content/privacy,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
3,3,의료법인하나로의료재단하나로의원,서울,종로구,02-732-3030,http://www.hanaromf.com/,https://www.hanaromf.com/helpdesk/policy/index.jsp,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 푸터 카피라이트 2018 — 방치 인상,privacy@hanaromf.com,2026-08-06,방침페이지
4,2,임내과의원,경기,가평군,031-581-0675,http://www.drimh.com/,http://www.drimh.com/notice/notice_v.asp?srno=1862421,0,HTTPS 미설정(http로만 접속) / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
4,2,미소가인피부과의원,경기,고양일산동구,031-901-7603,http://www.misogain.co.kr/,http://www.misogain.co.kr/hq/polcy.do;jsessionid=2DEAA5C5CAC82CE6A4BFD77D29C73F74?useStplatId=P,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
4,2,산타클로스의원,경기,고양일산동구,031-905-7591,http://www.santaskin.co.kr/,https://www.santaskin.co.kr/bbs/content.php?co_id=privacy,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,santaskin@naver.com,2026-08-06,방침페이지
4,2,일산차앤박피부과의원,경기,고양일산서구,031-911-7571,http://www.cnpskin.com/,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: webding@cnpskin.com / 방침페이지
4,2,유앤아이의원,경기,과천시,02-6954-7233,https://www.gcuni114.co.kr/staff/,https://www.gcuni114.co.kr/info/,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: mdvision@nate.com / 방침페이지
4,2,노블클래식의원,경기,광명시,898-7582,http://www.nobleclassic.com/,https://nobleclassic.com/?privacy=terms&tabIdx=0,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,삼성닥터스원비뇨기과의원,경기,광명시,2682-5555,http://www.samsungdoctors.com/,http://www.samsungdoctors.com/#,1,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,에스필의원,경기,구리시,514-7700,http://www.s-feelclinic.co.kr/,http://www.s-feelclinic.co.kr/?mode=privacy,0,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,dr-kangsk@hanmail.net,2026-08-06,푸터/본문
4,2,건강드림내과영상의학과의원,경기,군포시,031-340-7897,http://www.healthdream75.com/,http://www.healthdream75.com/#,1,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,오라클피부과의원,경기,군포시,031-398-1931,http://www.dfskin.co.kr/,http://www.dfskin.co.kr/shop_info/privacy.htm,0,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,부천아이스피부과의원,경기,부천원미구,032-323-0567,http://www.wellsclinic.co.kr/,https://www.wellsclinic.co.kr/etc/privacy.php,1,viewport 없음 — 모바일 미대응 / 푸터 카피라이트 2020 — 방치 인상,,2026-08-06,이메일 미발견
4,2,비너스의원,경기,부천원미구,032-322-4845,http://myvenus.co.kr/,https://myvenus.co.kr/privacy,5,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 푸터 카피라이트 2008 — 방치 인상,venus@myvenus.co.kr,2026-08-06,푸터/본문
4,2,차앤박피부과의원,경기,부천원미구,032-325-7733,http://www.cnpskin.com/,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: webding@cnpskin.com / 방침페이지
4,2,포엘산부인과의원,경기,부천원미구,032-345-3004,http://www.drcha.kr/,http://www.drcha.kr/shop_info/privacy.htm,0,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,노블정형외과의원,경기,성남분당구,031-896-7575,http://www.nobleos.com/,http://www.nobleos.com/shop_info/privacy.htm,1,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,노블클래식의원,경기,성남분당구,707-7930,http://www.nobleclassic.com/,https://nobleclassic.com/?privacy=terms&tabIdx=0,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,삼성항외과의원,경기,성남분당구,031-714-6588,http://www.cpsc.co.kr/,http://www.cpsc.co.kr/Module/Common/PopupPrivate_001.asp,0,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,씨앤피차앤박피부과의원,경기,성남분당구,031-709-7229,http://www.cnpskin.com/,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: webding@cnpskin.com / 방침페이지
4,2,정자씨앤피차앤박피부과의원,경기,성남분당구,031-715-0061,http://www.cnpskin.com/,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: webding@cnpskin.com / 방침페이지
4,2,본비뇨기과의원,경기,성남중원구,031-757-5759,http://www.moranuro.co.kr/index.asp,http://www.moranuro.co.kr/notice/notice_v.asp?srno=1862421,0,HTTPS 미설정(http로만 접속) / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
4,2,윤슬피부과의원,경기,수원권선구,031-687-8275,https://yoonseulskin.com/,https://yoonseulskin.com/#agreement_text,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
4,2,유앤미피부과의원,경기,수원영통구,031-206-8275,http://www.youbeauty.co.kr/,http://www.youbeauty.co.kr/page/?pid=privacy,2,HTTPS 미설정(http로만 접속) / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
4,2,노블클래식의원,경기,수원장안구,031-892-8168,http://www.nobleclassic.com/,https://nobleclassic.com/?privacy=terms&tabIdx=0,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,압구정코아지앤미의원,경기,수원장안구,031-255-3705,http://www.worlddoctor.co.kr/,http://www.worlddoctor.co.kr/bbs/content.php?co_id=privacy,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,swing1984@naver.com,2026-08-06,방침페이지
4,2,미앤미의원,경기,수원팔달구,031-246-1131,http://www.mipretty.co.kr/,http://www.mipretty.co.kr/member/peopleInfo.php,2,HTTPS 미설정(http로만 접속) / viewport 없음 — 모바일 미대응,,2026-08-06,공용/제작사 의심 제외: luckyhjlee@naver.com / 방침페이지
4,2,차앤박피부과의원,경기,수원팔달구,031-241-3663,http://www.cnpskin.com/hos/main.php?groupid=cnpskin16,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: webding@cnpskin.com / 방침페이지
4,2,차앤박피부과의원,경기,안산단원구,031-405-7878,http://www.cnpskin.com/,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: webding@cnpskin.com / 방침페이지
4,2,프로포즈성형외과의원,경기,안산단원구,031-485-8275,http://propose-ps.co.kr/,http://propose-ps.co.kr/bbs/register.php,3,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,삼성본오의원,경기,안산상록구,031-418-0567,http://www.sbono.co.kr/,https://www.sbono.co.kr/bbs/content.php?co_id=privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,ssbono@naver.com,2026-08-06,방침페이지
4,2,연세이원성형외과의원,경기,안양동안구,031-476-0021,http://www.e1clinic.com/,https://e1clinic.com/?privacy=terms&tabIdx=0,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,베르나르의원,경기,용인기흥구,031-8005-6633,http://www.bernard.co.kr/,https://bernard.co.kr/protection,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,turtlefo@hanmail.net,2026-08-06,푸터/본문
4,2,차앤박피부과의원,경기,의정부시,031-856-5353,http://www.cnpskin.com/,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: webding@cnpskin.com / 방침페이지
4,2,차앤박피부과의원,경기,평택시,031-651-9200,http://www.cnpskin.com/,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: webding@cnpskin.com / 방침페이지
4,2,미뉴얼의원,경기,화성동탄구,031-373-0317,http://dt.menewal.co.kr/,http://dt.menewal.co.kr/member/popupPrivacy.php,1,HTTPS 미설정(http로만 접속) / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
4,2,에르샤몽의원,경기,화성동탄구,031-376-0650,http://www.herchamondt.com/,http://www.herchamondt.com/shop_info/privacy.htm,0,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,노블클래식의원,경기,화성병점구,031-206-5533,http://www.nobleclassic.com/,https://nobleclassic.com/?privacy=terms&tabIdx=0,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,서울삼성내과의원,경기,화성병점구,031-231-0055,http://www.bssclinic.com/,http://www.bssclinic.com/notice/notice_v.asp?srno=1862421,0,HTTPS 미설정(http로만 접속) / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
4,2,10년전당신의오늘의원,서울,강남구,02-541-0333,http://www.chps.co.kr/,https://dreamwas.com/bbs/content.php?co_id=privacy,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
4,2,강남비엘에스의원,서울,강남구,02-6677-2777,https://www.blsclinic8.com/,https://www.blsclinic8.com/policy/privacyPolicy.php,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,뉴엘의원,서울,강남구,02-515-9998,http://www.nuelclinic.com/,https://www.nuelclinic.com/bbs/content.php?co_id=privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
4,2,도곡리더스피부과의원,서울,강남구,02-575-2300,http://www.beautyleader.co.kr/,https://beautyleader.co.kr/bbs/content.php?co_id=privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,공용/제작사 의심 제외: master@beautyleader.co.kr / 푸터/본문
4,2,디앤에이피부과의원,서울,강남구,02-3444-1003,http://www.dnaskin.co.kr/,https://dnaskin.co.kr/bbs/content.php?co_id=privacy,0,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,라프린의원,서울,강남구,517-7811,http://laprinps.com/,https://laprinps.com/page/policy.php?pageIndex=910150,4,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,laprinkorea@gmail.com,2026-08-06,푸터/본문
4,2,루피엘의원,서울,강남구,02-516-8890,http://www.lupiel.co.kr/,http://www.lupiel.co.kr/sub/etc/privacy.php,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,lupiel@lupiel.co.kr,2026-08-06,푸터/본문
4,2,리더스피부과의원,서울,강남구,02-2088-7828,http://www.beautyleader.co.kr/,https://beautyleader.co.kr/bbs/content.php?co_id=privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,공용/제작사 의심 제외: master@beautyleader.co.kr / 푸터/본문
4,2,리오브피부과의원,서울,강남구,02-6958-8815,https://reorbskin.com/,https://reorbskin.com/bbs/content.php?co_id=privacy,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,릴리브의원,서울,강남구,02-2138-2775,https://www.relieveclinic.co.kr/,https://www.relieveclinic.co.kr/members/privacy.php,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,relieve5@naver.com,2026-08-06,푸터/본문
4,2,매직피부과의원,서울,강남구,02-3453-3114,http://www.emagicskin.com/,https://www.emagicskin.com/bbs/content.php?co_id=privacy,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,pigges@daum.net,2026-08-06,방침페이지
4,2,모델로피부과의원,서울,강남구,02-591-5851,http://www.modelo.co.kr/,http://www.modelo.co.kr/bbs/content.php?co_id=privacy,1,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,didi9213@modelo.co.kr,2026-08-06,방침페이지
4,2,미인피부과의원,서울,강남구,02-594-3375,http://www.meinclinic.com/,http://www.meinclinic.com/terms/#tab-3a8c8ba7-bbdd-3,1,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
4,2,벨로의원,서울,강남구,02-545-1202,https://www.belloclinic.com/,https://bellomedical.imweb.me/?mode=privacy,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,세진피부과의원,서울,강남구,02-515-2741,http://www.sejinskin.com/,http://www.sejinskin.com/#pop03,1,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,씨앤피차앤박피부과의원,서울,강남구,02-515-2100,http://www.cnpskin.com/,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: webding@cnpskin.com / 방침페이지
4,2,압구정디오성형외과의원,서울,강남구,02-514-0350,http://www.dio-ps.com/,https://www.dio-ps.com/html/108,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,psmdchoi@naver.com,2026-08-06,방침페이지
4,2,압구정리더스피부과의원,서울,강남구,1588-7333,http://www.beautyleader.co.kr/,https://beautyleader.co.kr/bbs/content.php?co_id=privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,공용/제작사 의심 제외: master@beautyleader.co.kr / 푸터/본문
4,2,압구정맘모스헤어라인의원,서울,강남구,02-518-8782,http://www.mammothseoul.com/,https://www.mammothseoul.com/index.php/member/agreement/10,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
4,2,양재차앤박피부과의원,서울,강남구,3463-2400,http://www.cnpskin.com/,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: webding@cnpskin.com / 방침페이지
4,2,에버피부과의원,서울,강남구,02-795-9553,http://www.clinicever.co.kr/,https://www.clinicever.co.kr/#,1,모바일 가로스크롤 발생 / 푸터 카피라이트 2020 — 방치 인상,clinicever2@naver.com,2026-08-06,푸터/본문(mailto)
4,2,에스원성형외과의원,서울,강남구,02-546-8859,http://www.sonebk.com/,http://www.sonebk.com/shop_info/privacy.htm,1,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,일공공성형외과의원,서울,강남구,02-541-0011,http://100plasticsurgery.com/,https://www.100plasticsurgery.com/privacy.html,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,100psps@naver.com,2026-08-06,방침페이지
4,2,제이와이성형외과의원,서울,강남구,02-512-5800,http://jy-clinic.com/,http://jy-clinic.com/other/other01.php,1,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
4,2,조앤박의원,서울,강남구,02-517-8830,http://www.joandpark.com/,http://www.joandpark.com/bbs/page.php?hid=privacy,3,HTTPS 미설정(http로만 접속) / viewport 없음 — 모바일 미대응,jpclinic8830@naver.com,2026-08-06,푸터/본문
4,2,창피부과의원,서울,강남구,02-538-3575,http://www.changskin.com/,https://www.changskin.com/index.php/member/privacy/207,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,info@changskin.com,2026-08-06,대표계정 형태 — 확인 권장 / 푸터/본문
4,2,청담엔샤인의원,서울,강남구,,https://nshineclinic.co.kr/,https://nshineclinic.co.kr/bbs/content.php?co_id=privacy,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,큐에이성형외과의원,서울,강남구,02-548-1103,https://www.qaps.co.kr/,https://www.qaps.co.kr/etc/privacy.php,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,팝성형외과의원,서울,강남구,545-0025,https://pop-ps.com/,https://pop-ps.com/info/privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,미리의원,서울,강동구,470-1175,http://www.mipretty.co.kr/,http://www.mipretty.co.kr/member/peopleInfo.php,2,HTTPS 미설정(http로만 접속) / viewport 없음 — 모바일 미대응,,2026-08-06,공용/제작사 의심 제외: luckyhjlee@naver.com / 방침페이지
4,2,위드피부과의원,서울,강동구,02-428-0990,http://www.withderma.co.kr/,http://www.withderma.co.kr/notice/notice_v.asp?srno=1862421,0,HTTPS 미설정(http로만 접속) / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
4,2,차앤박피부과의원,서울,강동구,02-485-4650,http://www.cnpskin.com/,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: webding@cnpskin.com / 방침페이지
