등급,요양기관명,시도,시군구,전화,홈페이지,후크,문의폼,카카오채널,방침페이지,HTTP,점검일
2,서울의원,경기,포천시,031-536-1197,http://dr9clinic.com/,HTTPS 미설정(http로만 접속) / 개인정보처리방침 없음,0,,,200,2026-08-06
2,기쁨항맥외과의원,경기,하남시,031-796-3497,http://www.hanamhangmac.co.kr/index.asp,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,javascript:ftnGlobalPrivatePopup(1);,200,2026-08-06
2,닥터에버스의원 미사점,경기,하남시,031-8027-8717,https://evers11.co.kr/,모바일 가로스크롤 발생,0,O,https://evers11.co.kr/?mode=privacy,200,2026-08-06
2,실로암피부과의원,경기,하남시,031-791-0675,http://www.siloamskin.co.kr/,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,줌앤업의원,경기,하남시,795-7929,http://zoomandup.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,토마토미비뇨기과의원,경기,하남시,031-796-7582,http://www.tomatoclinic.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,http://www.tomatoclinic.co.kr/notice/notice_v.asp?srno=1862421&MenuNumber=6&PageNumber=1&SubPageNumber=0,200,2026-08-06
2,김현미산부인과의원,경기,화성동탄구,031-613-7582,http://khmobgy.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,동탄아이디의원,경기,화성동탄구,031-8050-5040,https://dt.idclinic.co.kr/,개인정보처리방침 없음,3,,,200,2026-08-06
2,리프탑의원,경기,화성동탄구,031-372-6508,https://liftop.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,0,O,https://liftop.co.kr/?mode=privacy,200,2026-08-06
2,미뉴얼의원,경기,화성동탄구,031-373-0317,http://dt.menewal.co.kr/,HTTPS 미설정(http로만 접속) / viewport 없음 — 모바일 미대응,1,O,http://dt.menewal.co.kr/member/popupPrivacy.php,200,2026-08-06
2,뷰레스트의원,경기,화성동탄구,031-376-2812,http://dongtan.beautyloungeclinic.co.kr/,HTTPS 미설정(http로만 접속) / 개인정보처리방침 없음 / 푸터 카피라이트 2022 — 방치 인상,0,O,,200,2026-08-06
2,서울아산센트럴내과의원,경기,화성동탄구,031-375-0020,http://www.centralclinic.co.kr/,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,에르샤몽의원,경기,화성동탄구,031-376-0650,http://www.herchamondt.com/,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,0,O,http://www.herchamondt.com/shop_info/privacy.htm,200,2026-08-06
2,연세키즈소아청소년과의원,경기,화성동탄구,031-8015-1375,http://www.yonseikids.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,우리들내과의원,경기,화성동탄구,031-8015-1600,http://www.wooridlclinic.com/index.asp,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,javascript:;,200,2026-08-06
2,자연미인의원,경기,화성동탄구,,http://www.xn--hg3b95pw7axc.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,플러스정형외과의원,경기,화성동탄구,031-8015-0075,http://www.plus-os.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,헤어로의원,경기,화성동탄구,070-8211-2776,https://naver.me/GvcQfDJC,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,서울명진내과의원,경기,화성만세구,031-8043-5688,http://www.xn--vb0ba96zps2b4ne.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,javascript:;,200,2026-08-06
2,참맑은의원,경기,화성만세구,031-366-7533,http://www.chamclinic.co.kr/,HTTPS 미설정(http로만 접속) / 개인정보처리방침 없음,0,,,200,2026-08-06
2,화성향남뷰티온의원,경기,화성만세구,031-353-7510,https://hyangnam.beautyon.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,1,,https://hyangnam.beautyon.co.kr/privacy,200,2026-08-06
2,노블클래식의원,경기,화성병점구,031-206-5533,http://www.nobleclassic.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,0,,https://nobleclassic.com/?privacy=terms&tabIdx=0,200,2026-08-06
2,서울삼성내과의원,경기,화성병점구,031-231-0055,http://www.bssclinic.com/,HTTPS 미설정(http로만 접속) / viewport 없음 — 모바일 미대응,0,,http://www.bssclinic.com/notice/notice_v.asp?srno=1862421,200,2026-08-06
2,연세헤븐피부과의원,경기,화성병점구,031-234-6004,https://ysheaven.mobidoc.us/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,(의)성광의료재단 차움의원,서울,강남구,02-3015-5000,http://www.chaum.net/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,1,O,https://www.chaum.net/member/information.cha,200,2026-08-06
2,10년전당신의오늘의원,서울,강남구,02-541-0333,http://www.chps.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,2,O,https://dreamwas.com/bbs/content.php?co_id=privacy,200,2026-08-06
2,747의원,서울,강남구,02-546-0747,http://747clinic.com/,HTTPS 미설정(http로만 접속),2,O,http://747clinic.com/,200,2026-08-06
2,강남고운세상피부과의원,서울,강남구,02-3477-2020,http://www.beautyforever.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,3,,https://www.beautyforever.co.kr/etc/privacy.php,200,2026-08-06
2,강남미켈란의원,서울,강남구,02-540-0808,http://www.mhair.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,강남비엘에스의원,서울,강남구,02-6677-2777,https://www.blsclinic8.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,1,,https://www.blsclinic8.com/policy/privacyPolicy.php,200,2026-08-06
2,강남삼성드림이비인후과의원,서울,강남구,02-539-0365,http://ssdream.co.kr/,푸터 카피라이트 2015 — 방치 인상,5,O,https://www.ssdream.co.kr/front/member/join1.php#agreement,200,2026-08-06
2,강남우태하피부과의원,서울,강남구,02-567-1675,http://wooskin.co.kr/2014_wooskin/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,강남유앤아이의원,서울,강남구,02-6927-6022,http://www.uni114.co.kr/,모바일 가로스크롤 발생,0,O,https://www.uni114.co.kr/info/,200,2026-08-06
2,강남조은눈안과의원,서울,강남구,02-535-8001,http://www.visionclinic.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 푸터 카피라이트 2021 — 방치 인상,1,,javascript:void(0);,200,2026-08-06
2,강남코모키이비인후과의원,서울,강남구,02-508-0075,http://www.komoki.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,강남피어리의원,서울,강남구,02-515-0202,http://www.periclinic.com/,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생 / 개인정보처리방침 없음,0,O,,200,2026-08-06
2,강남하트스캔의원,서울,강남구,564-3070,http://www.heartscan.co.kr/,모바일 가로스크롤 발생,0,O,https://heartscan.co.kr/%EA%B0%9C%EC%9D%B8%EC%A0%95%EB%B3%B4%EC%B2%98%EB%A6%AC%EB%B0%A9%EC%B9%A8,200,2026-08-06
2,개포센트럴이비인후과의원,서울,강남구,02-577-2577,https://gaepocentral.modoo.at/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,고우석제이엠오피부과의원,서울,강남구,02-3445-3456,http://www.e-jemo.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 개인정보처리방침 없음 / 푸터 카피라이트 2010 — 방치 인상,0,,,200,2026-08-06
2,그로브원피부과의원,서울,강남구,2,https://www.groveoneskin.com/,모바일 가로스크롤 발생,0,O,https://www.groveoneskin.com/legal/privacy,200,2026-08-06
2,글로리의원,서울,강남구,02-6958-7525,http://www.gloryclinic.co.kr/,HTTPS 미설정(http로만 접속),0,O,http://www.gloryclinic.co.kr/terms/personal,200,2026-08-06
2,기쁨성형외과의원,서울,강남구,02-578-9540,http://www.kibbumclinic.com/,HTTPS 미설정(http로만 접속) / 푸터 카피라이트 2016 — 방치 인상,0,O,http://www.kibbumclinic.com/Popup/popup01,200,2026-08-06
2,김인섭의원,서울,강남구,02-529-4318,http://www.kimclinic.net/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,눈피부과의원,서울,강남구,02-3446-9523,http://www.eyeskin.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 개인정보처리방침 없음,0,O,,200,2026-08-06
2,뉴셀의원,서울,강남구,1533-1701,https://newcell.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,뉴엘의원,서울,강남구,02-515-9998,http://www.nuelclinic.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,1,O,https://www.nuelclinic.com/bbs/content.php?co_id=privacy,200,2026-08-06
2,다나성형외과의원,서울,강남구,02-512-0922,http://www.danaps.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,다인피부과의원,서울,강남구,02-542-0080,http://www.dainskin.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음 / 푸터 카피라이트 2021 — 방치 인상,0,,,200,2026-08-06
2,닥터김가정의학과의원,서울,강남구,02-542-2684,http://www.drkims-diet.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,http://www.drkims-diet.com/Module/MBoard/MBoard.asp?Gubun=5&Srno=95900&PState=View,200,2026-08-06
2,닥터뉴셀의원,서울,강남구,02-6956-2227,https://drnewcell.com/,개인정보처리방침 없음,6,O,,200,2026-08-06
2,닥터베이직의원,서울,강남구,02-3448-0090,http://www.drbasic.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 푸터 카피라이트 2018 — 방치 인상,1,O,https://www.drbasic.co.kr/privacy.php,200,2026-08-06
2,닥터웰니스의원,서울,강남구,02-3447-3101,http://www.drwellness.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,3,,http://www.drwellness.co.kr/?mode=privacy,200,2026-08-06
2,대영성형외과의원,서울,강남구,3446-7788,http://www.dyclinic.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 개인정보처리방침 없음,6,,,200,2026-08-06
2,대치더블유내과의원,서울,강남구,539-9939,http://w-med.co.kr/,HTTPS 미설정(http로만 접속) / 개인정보처리방침 없음 / 푸터 카피라이트 2021 — 방치 인상,0,,,200,2026-08-06
2,대치오라클피부과의원,서울,강남구,501-4818,http://www.skinland.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,,2026-08-06
2,더나인(The Nine)피부과의원,서울,강남구,02-561-6718,http://the9derma-acne.com/,개인정보처리방침 없음,0,,,200,2026-08-06
2,더블유성형외과의원,서울,강남구,02-535-7433,http://www.gangnamw.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 개인정보처리방침 없음,6,,,200,2026-08-06
2,더제이의원,서울,강남구,02-1577-7051,http://www.thejskin.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,도곡리더스피부과의원,서울,강남구,02-575-2300,http://www.beautyleader.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,1,O,https://beautyleader.co.kr/bbs/content.php?co_id=privacy,200,2026-08-06
2,드림피부과의원,서울,강남구,02-546-1613,http://www.dreamskin.co.kr/korean/index.asp,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,디마레의원,서울,강남구,02-511-4414,http://www.dimare.co.kr/,모바일 가로스크롤 발생 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,디바성형외과의원,서울,강남구,02-542-7002,http://www.diva-ps.com/,푸터 카피라이트 2018 — 방치 인상,2,O,https://www.diva-ps.com/#,200,2026-08-06
2,디아더피부과의원,서울,강남구,02-6949-2790,http://theotherskin.com/,개인정보처리방침 없음,1,,,200,2026-08-06
2,디알피부과의원,서울,강남구,02-561-1675,http://www.majorskin.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,디앤에이피부과의원,서울,강남구,02-3444-1003,http://www.dnaskin.co.kr/,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,0,O,https://dnaskin.co.kr/bbs/content.php?co_id=privacy,200,2026-08-06
2,라엘르의원,서울,강남구,02-3288-3756,http://www.jnd7.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,라움성형외과의원,서울,강남구,02-549-7788,http://www.raumps.com/,개인정보처리방침 없음 / 푸터 카피라이트 2013 — 방치 인상,1,O,,200,2026-08-06
2,라인앤뷰의원,서울,강남구,02-1600-9833,https://www.linenview.com/,모바일 가로스크롤 발생,1,O,https://www.linenview.com/privacy,200,2026-08-06
2,라프린의원,서울,강남구,517-7811,http://laprinps.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,4,O,https://laprinps.com/page/policy.php?pageIndex=910150,200,2026-08-06
2,레스트의원,서울,강남구,02-6951-2522,https://rest-clinic.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,1,O,,200,2026-08-06
2,레이어의원,서울,강남구,02-3444-1011,https://www.layerclinic.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,O,,200,2026-08-06
2,로렌의원,서울,강남구,02-561-5773,http://www.laurenclinic.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,O,,200,2026-08-06
2,로얄라인의원,서울,강남구,02-540-8868,http://www.ryline-clinic.com/,HTTPS 미설정(http로만 접속),1,O,http://www.ryline-clinic.com/member/privacy.php,200,2026-08-06
2,로웰성형외과의원,서울,강남구,0507-1471-1454,http://www.lowellprs.com/,HTTPS 미설정(http로만 접속),1,O,https://www.lowellprs.com/bbs/content.php?co_id=privacy,200,2026-08-06
2,루아베피부과의원,서울,강남구,02-3444-7577,https://www.louave.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,O,,200,2026-08-06
2,루피엘의원,서울,강남구,02-516-8890,http://www.lupiel.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,0,O,http://www.lupiel.co.kr/sub/etc/privacy.php,200,2026-08-06
2,루호성형외과의원,서울,강남구,516-0013,https://www.luho.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,2,,https://www.luho.kr/member/privacy.php,200,2026-08-06
2,르디테의원,서울,강남구,02-6085-0578,https://ledetail.kr/,모바일 가로스크롤 발생,0,O,https://www.ledetail.kr/privacy,200,2026-08-06
2,르모아의원,서울,강남구,02-565-2486,https://lemoirclinic.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,1,O,,200,2026-08-06
2,리나여성의원,서울,강남구,02-577-2025,https://rena-clinic.com/,개인정보처리방침 없음,0,O,,200,2026-08-06
2,리더스피부과의원,서울,강남구,02-2088-7828,http://www.beautyleader.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,1,O,https://beautyleader.co.kr/bbs/content.php?co_id=privacy,200,2026-08-06
2,리드미피부과의원,서울,강남구,02-567-9357,http://www.menmi.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,http://www.menmi.co.kr/default/member/private.php,200,2026-08-06
2,리디안의원,서울,강남구,02-6959-5508,http://www.lydianc.com/,개인정보처리방침 없음,0,O,,200,2026-08-06
2,리무브의원,서울,강남구,02-2038-8037,https://removeclinic.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,0,,https://removeclinic.com/terms_page/privacy-policy/,200,2026-08-06
2,리본성형외과의원,서울,강남구,02-543-3355,http://www.rebornps.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,2,O,http://www.rebornps.com/0112.php,200,2026-08-06
2,리오브피부과의원,서울,강남구,02-6958-8815,https://reorbskin.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,0,O,https://reorbskin.com/bbs/content.php?co_id=privacy,200,2026-08-06
2,리올의원,서울,강남구,02-6952-1630,https://www.liolclinic.com/,개인정보처리방침 없음,0,O,,200,2026-08-06
2,리프톤피부과의원,서울,강남구,02-6677-6300,https://www.liftonskin.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,리핏의원,서울,강남구,02-501-3288,https://www.cellinclinic7.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,린의원,서울,강남구,02-3448-3003,http://www.lyhnclinic.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,2,,http://www.lyhnclinic.com/index.php/member/agreement/57,200,2026-08-06
2,릴리브의원,서울,강남구,02-2138-2775,https://www.relieveclinic.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,1,O,https://www.relieveclinic.co.kr/members/privacy.php,200,2026-08-06
2,림피부과의원,서울,강남구,02-545-3462,http://www.mineskin.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,마이디피부과의원,서울,강남구,576-5033,http://www.mydskin.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 개인정보처리방침 없음,2,,,200,2026-08-06
2,마이셀의원,서울,강남구,02-568-5959,https://mycell.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,O,,200,2026-08-06
2,마인성형외과의원,서울,강남구,516-1175,http://www.mineps.com/,모바일 가로스크롤 발생,3,O,https://mineps.com/personal_policy/,200,2026-08-06
2,매직피부과의원,서울,강남구,02-3453-3114,http://www.emagicskin.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,2,,https://www.emagicskin.com/bbs/content.php?co_id=privacy,200,2026-08-06
2,메가그라프트성형외과의원,서울,강남구,02-3444-0831,https://www.megagraft.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 개인정보처리방침 없음 / 푸터 카피라이트 2015 — 방치 인상,0,,,200,2026-08-06
2,메리성형외과의원,서울,강남구,02-512-0799,https://www.merryps.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,1,O,javascript:pop_private(),200,2026-08-06
2,메이드유의원,서울,강남구,02-547-4711,http://www.madeu.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,멘토의원,서울,강남구,02-552-4080,http://www.mentorclinic.co.kr/,HTTPS 미설정(http로만 접속),1,O,javascipt:void(0);,200,2026-08-06
2,모던스탠다드의원,서울,강남구,02-6232-5732,https://modern-standard.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,1,O,https://modern-standard.co.kr/?mode=privacy,200,2026-08-06
2,모델로피부과의원,서울,강남구,02-591-5851,http://www.modelo.co.kr/,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,1,O,http://www.modelo.co.kr/bbs/content.php?co_id=privacy,200,2026-08-06
2,모두모의원,서울,강남구,02-591-9559,https://mdmclinic.com/,푸터 카피라이트 2022 — 방치 인상,5,O,https://mdmclinic.com/mdm/privacy,200,2026-08-06
2,모리의원,서울,강남구,02-562-8878,http://www.clicktalmo.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,모리치피부과의원,서울,강남구,02-518-6888,http://richhair.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음 / 푸터 카피라이트 2015 — 방치 인상,1,O,,200,2026-08-06
2,모제림성형외과의원,서울,강남구,1600-5827,http://www.hairdoc.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,뮤즈의원,서울,강남구,02-1544-2994,http://museclinic.co.kr/,HTTPS 미설정(http로만 접속) / 개인정보처리방침 없음,0,O,,200,2026-08-06
2,미오의원,서울,강남구,02-558-5550,https://www.mioclinic.co.kr/,모바일 가로스크롤 발생,0,O,https://www.mioclinic.kr/ko/legal/privacy,200,2026-08-06
2,미인피부과의원,서울,강남구,02-594-3375,http://www.meinclinic.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,1,,http://www.meinclinic.com/terms/#tab-3a8c8ba7-bbdd-3,200,2026-08-06
2,미큐의원,서울,강남구,313-4566,http://www.miqclinic.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,2,O,http://miqclinic.com/protection,200,2026-08-06
2,민의원,서울,강남구,02-515-2119,http://www.min-clinic.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,3,O,https://min-clinic.co.kr/privacy-policy-2/,200,2026-08-06
2,바바성형외과의원,서울,강남구,02-6207-8570,https://vavaps.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,2,O,https://vavaps.com/bbs/content.php?co_id=privacy,200,2026-08-06
2,바탕성형외과의원,서울,강남구,02-517-5953,https://www.batangps.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 푸터 카피라이트 2020 — 방치 인상,5,O,javascript:pop_private(),200,2026-08-06
2,밸런스랩성형외과의원,서울,강남구,1661-8581,http://balancelab.kr/,HTTPS 미설정(http로만 접속),3,O,javascript:void(0);,200,2026-08-06
2,벧엘피부과의원,서울,강남구,02-532-3110,http://bethelskin.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 푸터 카피라이트 2013 — 방치 인상,1,O,http://bethelskin.com/privacy,200,2026-08-06
2,벨로의원,서울,강남구,02-545-1202,https://www.belloclinic.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,0,O,https://bellomedical.imweb.me/?mode=privacy,200,2026-08-06
2,봉봉성형외과의원,서울,강남구,02-542-3100,http://www.bongbongclinic.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 개인정보처리방침 없음,1,,,200,2026-08-06
2,비아이오성형외과의원,서울,강남구,02-535-9000,http://www.biops.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 푸터 카피라이트 2019 — 방치 인상,1,,http://biopskorea.com/member/policy_privacy.html,200,2026-08-06
2,비알피부과의원,서울,강남구,518-2510,http://www.braunskin.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,비앤영의원,서울,강남구,02-593-1003,http://beandyoung.com/,HTTPS 미설정(http로만 접속),3,O,javascript:void(0);,200,2026-08-06
2,비티큐의원,서울,강남구,070-4131-9048,https://www.btq.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,1,O,https://btq.co.kr/#elementor-action%3Aaction%3Dpopup%3Aopen%26settings%3DeyJpZCI6IjE0MzUwIiwidG9nZ2xlIjpmYWxzZX0%3D,200,2026-08-06
2,뽀드베베의원,서울,강남구,02-544-6761,http://www.podbebe.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,서울배내과의원,서울,강남구,02-529-3002,http://doctorbae.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 푸터 카피라이트 2018 — 방치 인상,1,O,http://doctorbae.co.kr/member/privacy.php,200,2026-08-06
2,서울아트라인의원,서울,강남구,02-548-4845,http://www.midameun.com/,개인정보처리방침 없음,0,O,,200,2026-08-06
