요양기관명,종별,시도,시군구,읍면동,주소,전화번호,홈페이지,개설일자,총의사수,피부과전문의수,좌표X,좌표Y,요양기호
맑은성모이비인후과의원,의원,경기,안양동안구,비산동,"경기도 안양시 동안구 관악대로 135, 306호 (비산동, 삼성레미안상가)",031-468-8275,http://www.cleanentclinic.com,41022,1,0,126.939502,37.399684899999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQwMyQ0NjEwMDIjODEjJDEjJDIjJDgz
박가정의원,의원,경기,안양동안구,호계동,"경기도 안양시 동안구 경수대로 430, 203호 (호계동, 이편한세상대림아파트상가A동)",031-423-9776,http://www.parkfmclinic.co.kr/index.asp,39437,1,0,126.9625829,37.3642045,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQwMyQyNjE4MzIjNjEjJDEjJDgjJDgz
상쾌한이비인후과의원,의원,경기,안양동안구,비산동,"경기도 안양시 동안구 관악대로 103, 503호 .504호 (비산동, 103에비뉴)",031-441-7300,http://,38099,1,0,126.9354443,37.399150200000001,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQyIyQxIyQwMCQzNjEwMDIjODEjJDEjJDYjJDgz
서울비뇨기과의원,의원,경기,안양동안구,호계동,"경기도 안양시 동안구 시민대로 190, 힐스테이트 범계역 모비우스 2층 204, 205, 206호 (호계동)",031-383-3100,http://www.uroseoul.com/intro/clinic_07.jsp,39933,1,0,126.9515756,37.390912399999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ5MiQyNjEyMjIjODEjJDEjJDYjJDgz
스페셜성형외과의원,의원,경기,안양동안구,관양동,"경기도 안양시 동안구 시민대로 260, 안양금융센터 A.F.C 302-305호 (관양동)",031-385-4450,http://www.specialclinic.co.kr,41018,3,0,126.959418,37.393502900000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz
아미비뇨기과의원,의원,경기,안양동안구,비산동,"경기도 안양시 동안구 시민대로 175, 303호 (비산동, 동안프라자)",031-381-5188,http://www.hoho.name,37344,1,0,126.95043029999999,37.391353799999997,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQwMyQyNjEyMjIjNzEjJDEjJDgjJDgz
연세삼성의원,의원,경기,안양동안구,호계동,"경기도 안양시 동안구 포도원로 37-1, (호계동)",031-429-0702,http://www.happyhang.net,41970,1,0,126.9661335,37.362553499999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz
연세이원성형외과의원,의원,경기,안양동안구,호계동,"경기도 안양시 동안구 동안로 120, 평촌스포츠센타 606,607호 (호계동)",031-476-0021,http://www.e1clinic.com,39099,1,0,126.95224829999999,37.389561200000003,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz
예고은피부과의원,의원,경기,안양동안구,관양동,"경기도 안양시 동안구 관악대로 480, 402호 (관양동, 우정타운)",031-386-7582,http://www.yegoeun.com,38349,1,1,126.9753927,37.402470999999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQyIyQxIyQwMCQ0NjEwMDIjNzEjJDEjJDgjJDgz
이병택정형외과의원,의원,경기,안양동안구,관양동,"경기도 안양시 동안구 관평로170번길 43, 훼미리타운 2층 212~213호 (관양동)",031-386-7579,http://www.bestjoint.co.kr/,39562,1,0,126.96317519999999,37.393319099999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ4OSQzNjEwMDIjNjEjJDEjJDAjJDgz
이화미즈산부인과의원,의원,경기,안양동안구,평촌동,"경기도 안양시 동안구 흥안대로 458, 2층 (평촌동)",031-423-8575,http://www.ewhamiz.com,38694,1,0,126.97611569999999,37.394899199999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz
청담산부인과의원,의원,경기,안양동안구,호계동,"경기도 안양시 동안구 시민대로 214, 304호 (호계동, 다운타운빌딩)",031-383-3703,http://www.echungdam.com/,39562,1,0,126.9548145,37.3919353,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNTEjJDEjJDYjJDgz
코넬비뇨기과의원,의원,경기,안양동안구,관양동,"경기도 안양시 동안구 관악대로 488, 201호 (관양동, 창덕에버빌)",031-425-7080,http://www.conel.co.kr,39895,1,0,126.9753778,37.402258600000003,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ2MiQzNjE0ODEjNjEjJDEjJDgjJDgz
평촌고운세상피부과의원,의원,경기,안양동안구,비산동,"경기도 안양시 동안구 시민대로 199, (주)신한방 평촌지구 매장1 3층 일부호 (비산동)",031-385-2100,http://www.beautyforever.co.kr,38327,3,3,126.95307440000001,37.392243800000003,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz
프로비뇨기과의원,의원,경기,안양동안구,관양동,"경기도 안양시 동안구 흥안대로 527, 404호 (관양동, 나야빌딩)",031-421-7511,http://www.manclinic.co.kr,40546,1,0,126.9761498,37.4011365,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQyIyQ5IyQwMCQ0NjEwMDIjNDEjJDEjJDgjJDgz
홍피부과의원,의원,경기,안양동안구,호계동,"경기도 안양시 동안구 동안로 120, 310호 (호계동, 올림픽스포츠센타)",031-382-3487,http://www.hongskin.com/,33968,1,1,126.95224829999999,37.389561200000003,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjNTEjJDEjJDYjJDgz
손내과의원,의원,경기,안양만안구,안양동,"경기도 안양시 만안구 안양로 339, (안양동)",031-446-2288,http://www.drson.co.kr/,31807,1,0,126.91857280000001,37.401760899999999,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ2MiQyNjEwMDIjNTEjJDEjJDYjJDgz
아름다운선의원,의원,경기,안양만안구,안양동,"경기도 안양시 만안구 만안로 241, 10층 (안양동, 대성빌딩)",031-447-7400,http://www.seonclinic.net,39926,1,0,126.921586,37.401637999999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ4MiQyNjEyMjIjNDEjJDEjJDgjJDgz
안양피부과의원,의원,경기,안양만안구,안양동,"경기도 안양시 만안구 안양로 304, (안양동,지상2층)",031-388-2561,http://www.anyangskin.co.kr,34758,1,1,126.92136050000001,37.399273200000003,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ3MiQyNjE4MzIjNjEjJDEjJDAjJDgz
에스앤비의원,의원,경기,안양만안구,안양동,"경기도 안양시 만안구 안양로 303, 609호 (안양동, 메쎄포스빌)",031-465-7277,http://www.chandbeauty.com/index.asp,38854,1,0,126.9208266,37.398814600000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNTEjJDEjJDYjJDgz
연세신통외과의원,의원,경기,안양만안구,안양동,"경기도 안양시 만안구 안양로314번길 24, 1,2,3,5,6층 (안양동)",031-444-8275,http://www.shintong.com,36950,11,0,126.9217834,37.400577599999998,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjNDEjJDEjJDQjJDgz
우성외과의원,의원,경기,안양만안구,박달동,"경기도 안양시 만안구 박달로 502, (박달동)",031-446-5157,http://www.wosungclinic.com/,35096,1,0,126.90829840000001,37.402426200000001,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQyNjEyMjIjNTEjJDEjJDYjJDgz
웰비뇨기과의원,의원,경기,안양만안구,안양동,"경기도 안양시 만안구 병목안로 2, 802,803호 (안양동, PROJECT 240 TOWER)",031-463-5005,http://www.stone75.com/,40135,1,0,126.91988360000001,37.399945700000004,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz
한나이브 성형외과의원,의원,경기,안양만안구,안양동,"경기도 안양시 만안구 안양로 330-1, 3,4,5층 (안양동)",031-441-2288,http://www.beautifuleve.co.kr,40711,7,0,126.919673,37.401332600000003,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz
해소아청소년과피부과의원,의원,경기,안양만안구,안양동,"경기도 안양시 만안구 태평로52번길 37, 3층 302호 (안양동, 링크오 빌딩)",031-442-1177,https://sundr.modoo.at,42803,2,1,126.9312212,37.396086599999997,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz
21세기의원,의원,경기,양주시,광사동,"경기도 양주시 고읍남로 18, (광사동, 가보프라자 501,502호)",031-856-3007,http://www.21skin.co.kr,40683,1,0,127.079453,37.794981,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz
드림365소아청소년과의원,의원,경기,양주시,옥정동,"경기도 양주시 회천남로 92, 센타프라자 606호,901~903호 (옥정동)",031-863-9090,http://www.smilelee.co.kr/,43515,4,0,127.0922092,37.818568399999997,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ4MiQzNjE0ODEjNjEjJDEjJDAjJDgz
베리미의원,의원,경기,양주시,옥정동,"경기도 양주시 옥정동로7다길 74, 부자로타워 9층 (옥정동)",031-864-7582,https://yangju.veryme.co.kr/,46050,1,0,127.0928184,37.820733599999997,JDU4MTI3MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNjEjJDEjJDAjJDgz
뷰티온피부과의원 양주옥정점,의원,경기,양주시,옥정동,"경기도 양주시 회천남로 76, 한덕타워 404호 (옥정동)",031-861-4447,https://yangju.beautyon.co.kr/,45611,2,1,127.0940531,37.818553000000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ4MiQ0NjE0ODEjNDEjJDEjJDgjJDgz
성모의원,의원,경기,양주시,덕계동,"경기도 양주시 평화로 1435, (덕계동)",031-863-2098,http://sung-moclinic.co.kr/,35069,1,0,127.0460107,37.819040899999997,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNjEjJDEjJDAjJDgz
성모정형외과의원,의원,경기,양주시,덕정동,"경기도 양주시 독바위로 5, (덕정동)",031-859-1119,http://,38124,1,0,127.0629881,37.841015599999999,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz
양주베스트내과의원,의원,경기,양주시,백석읍,"경기도 양주시 백석읍 양주산성로 573, 3층",031-877-5220,https://yanjubest.modoo.at,44985,2,0,126.9902886,37.786832199999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ2MiQyNjE4MzIjNzEjJDEjJDgjJDgz
피어리움의원,의원,경기,양주시,옥정동,"경기도 양주시 회천남로 80, 대방엘리움 어반시티 오피스텔 3층 301,302호 (옥정동)",031-8088-7005,https://pierium.kr,45492,1,0,127.09342530000001,37.818562800000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
굿비뇨기과의원,의원,경기,양평군,양평읍,"경기도 양평군 양평읍 시민로 37, 4층",031-775-0875,http://www.good-clinic.co.kr,40613,1,0,127.4957359,37.490587300000001,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjNDEjJDEjJDgjJDgz
하나로의원,의원,경기,양평군,양평읍,"경기도 양평군 양평읍 시민로 12, 1층",031-771-9990,http://www.ehanaro.co.kr,40259,1,0,127.49352039999999,37.489421399999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz
조은형외과의원,의원,경기,여주시,홍문동,"경기도 여주시 세종로 69, 3층 (홍문동)",886-7114,http://chosurg.co.kr/,38280,1,0,127.6356093,37.291512300000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ3MiQzNjEwMDIjNTEjJDEjJDIjJDgz
강남성형외과의원,의원,경기,오산시,오산동,"경기도 오산시 오산로 209, 6층 (오산동)",031-377-7575,http://www.osknps.co.kr,36571,1,0,127.0681826,37.145404900000003,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz
두리이비인후과의원,의원,경기,오산시,원동,"경기도 오산시 경기대로 155, 신한프라자A 201,202호 (원동)",031-378-2204,http://www.doorient.com/,39205,3,0,127.07311319999999,37.138647599999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDYjJDgz
연세으뜸정형외과의원,의원,경기,오산시,오산동,"경기도 오산시 오산로 199, 401~403호 (오산동)",031-378-7525,http://www.primeos.co.kr/,40239,1,0,127.06829329999999,37.144703499999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5OSQzNjE4MzIjODEjJDEjJDYjJDgz
올바른삼성내과의원,의원,경기,오산시,궐동,"경기도 오산시 죽담1로 29, 메디타워 4층 401~402호 (궐동)",031-378-9666,https://allbareunsmc.com,46122,1,0,127.05220439999999,37.160375500000001,JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz
장편한현내과의원,의원,경기,오산시,원동,"경기도 오산시 경기대로 154, 2층 220~224호 (원동)",031-373-4761,https://www.modoo.at/home/signup/authentication,44953,2,0,127.0738662,37.138498499999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQxMyQyNjEwMDIjNDEjJDEjJDgjJDgz
청담맥의원,의원,경기,오산시,원동,"경기도 오산시 경기대로 155, 신한프라자A 5층 501호 (원동)",031-372-1264,http://www.cdmac.co.kr/,40786,1,0,127.07311319999999,37.138647599999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz
한솔비뇨기과의원,의원,경기,오산시,오산동,"경기도 오산시 역광장로 55, 동일빌딩 4층 (오산동)",031-377-9400,http://www.hansolclinic.kr,37020,1,0,127.06744140000001,37.145360099999998,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ2MiQzNjEyMjIjNjEjJDEjJDAjJDgz
굿닥터의원,의원,경기,용인기흥구,구갈동,"경기도 용인시 기흥구 구갈로 55, 3층 (구갈동, JJ프라자 )",031-8009-0365,http://www.gooddocskin.com,42923,1,0,127.11089029999999,37.279353100000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQwMyQyNjE4MzIjNTEjJDEjJDYjJDgz
미가피부과의원,의원,경기,용인기흥구,보정동,"경기도 용인시 기흥구 죽전로 20, (보정동, 죽전누리에뜰207호)",031-889-5891,http://www.migaskin.co.kr,40584,1,1,127.1107808,37.319955899999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz
미앤유의원,의원,경기,용인기흥구,보정동,"경기도 용인시 기흥구 죽전로 49, (보정동)",031-889-5959,http://menyouclinic.com/,38791,1,0,127.1142799,37.320718300000003,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQwMyQyNjE4MzIjODEjJDEjJDYjJDgz
베르나르의원,의원,경기,용인기흥구,보라동,"경기도 용인시 기흥구 한보라1로10번길 6-10, (보라동, 휘성빌딩 5층)",031-8005-6633,http://www.bernard.co.kr,39778,1,0,127.1082869,37.253951100000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQwMyQyNjEwMDIjNjEjJDEjJDQjJDgz
베스톤비뇨기과의원,의원,경기,용인기흥구,중동,"경기도 용인시 기흥구 동백중앙로 283, (중동, 골드프라자 B동 4층)",031-286-6608,http://www.bestoneclinic.co.kr/,39512,1,0,127.15348779999999,37.278013000000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNTEjJDEjJDIjJDgz
삼성노블카운티의원,의원,경기,용인기흥구,하갈동,"경기도 용인시 기흥구 덕영대로 1751, (하갈동)",031-208-8150,http://,37007,2,0,127.0838705,37.253347499999997,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz
서울성모내과의원,의원,경기,용인기흥구,신갈동,"경기도 용인시 기흥구 신갈로58번길 16-1, (신갈동, 신갈우체국)",031-284-7198,http://www.stmarys.kr/,40592,1,0,127.1076137,37.272226699999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ5OSQzNjEwMDIjNDEjJDEjJDQjJDgz
아이앤미가정의학과의원,의원,경기,용인기흥구,청덕동,"경기도 용인시 기흥구 구성3로28번길 32, (청덕동, 일월프라자 302, 303호)",031-286-5588,www.inme.co.kr/,40074,1,0,127.1521324,37.2964488,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ4MiQzNjEwMDIjNjEjJDEjJDgjJDgz
임마누엘피부과의원,의원,경기,용인기흥구,보정동,"경기도 용인시 기흥구 죽전로 46, (보정동, 타워시티 604호)",031-889-7533,http://immanuelskin.co.kr,41023,1,1,127.1138541,37.320292000000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz
장혜원가정의학과의원,의원,경기,용인기흥구,보라동,"경기도 용인시 기흥구 사은로126번길 6, (보라동, 신원프라자 203호)",031-286-9914,http://www.boor.co.kr,40050,1,0,127.1181898,37.255188599999997,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDgjJDgz
중동서울정형외과의원,의원,경기,용인기흥구,중동,"경기도 용인시 기흥구 언동로217번길 1, (중동)",031-287-0770,www.jdseoul.co.kr/,39437,4,0,127.1441129,37.276684199999998,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQyIyQzIyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz
크리스마스의원,의원,경기,용인기흥구,신갈동,"경기도 용인시 기흥구 신갈로 52, 501호 (신갈동, 동인빌빙)",1644-1225,http://www.nunco.co.kr,37800,3,0,127.1059365,37.271284000000001,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz
광교미소모아내과의원,의원,경기,용인수지구,상현동,"경기도 용인시 수지구 광교중앙로 301, 403호 (상현동, 드림타워)",031-212-1475,http://www.misomoa.co.kr/,40994,2,0,127.06871839999999,37.2969741,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz
더아이비의원,의원,경기,용인수지구,,"경기도 용인시 수지구 광교중앙로 314, 5층 501,502,503호 (상현동, 세현빌딩)",031-281-2881,http://www.ivy0920.co.kr/,38125,1,0,127.0698178,37.297899700000002,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQyIyQxIyQwMCQyNjEwMDIjNzEjJDEjJDgjJDgz
메디미의원,의원,경기,용인수지구,상현동,"경기도 용인시 수지구 만현로 110, A동 304호 (상현동, 원희캐슬프라자)",031-264-2800,www.medimiclinic.com/,40109,1,0,127.0848651,37.306722600000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz
사랑내과의원,의원,경기,용인수지구,죽전동,"경기도 용인시 수지구 대지로 58, 가동 308호 (죽전동, 선진포리스트)",031-266-7575,http://www.dryclinic.co.kr,42494,1,0,127.11498039999999,37.328492599999997,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjEwMDIjODEjJDEjJDIjJDgz
송샘산부인과의원,의원,경기,용인수지구,죽전동,"경기도 용인시 수지구 용구대로 2702, 동춘프라자 3층 (죽전동)",031-266-3777,ssog.kr,45768,1,0,127.1092428,37.3267387,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQwMyQyNjEyMjIjNDEjJDEjJDgjJDgz
수지미래산부인과의원,의원,경기,용인수지구,풍덕천동,"경기도 용인시 수지구 포은대로313번길 4, 수지미래빌딩 지하2층~지하1층, 1층~4층 (풍덕천동)",031-896-3333,http://www.sujimirae.co.kr,37327,10,0,127.08642639999999,37.315025800000001,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ3OSQyNjE4MzIjNzEjJDEjJDgjJDgz
아름다운피부과의원,의원,경기,용인수지구,상현동,"경기도 용인시 수지구 광교중앙로 316, 302-1~303호 (상현동, 킴앤코시티하임Ⅰ)",031-212-7375,http://www.아름다운피부과.한국,41067,1,1,127.0698593,37.298149799999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz
아름담피부과의원,의원,경기,용인수지구,풍덕천동,"경기도 용인시 수지구 풍덕천로 127, 3층 302~303호 (풍덕천동, 수지프라자)",031-276-7765,http://www.arumdam.kr,39505,1,1,127.09576509999999,37.323400900000003,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNzEjJDEjJDgjJDgz
피터소아청소년과의원,의원,경기,용인수지구,동천동,"경기도 용인시 수지구 고기로45번길 40, 한화 포레나 수지동천 근린생활시설 212호 (동천동)",031-261-7383,https://peterped.creatorlink.net/,41256,1,0,127.0931841,37.340315699999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQxMyQzNjE0ODEjODEjJDEjJDYjJDgz
한마음내과영상의학과의원,의원,경기,용인수지구,풍덕천동,"경기도 용인시 수지구 풍덕천로 122, 4층 405,405-1호 (풍덕천동, 하나로프라자)",031-263-8090,http://www.hanmaummedi.co.kr/,39293,3,0,127.09555779999999,37.322527700000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQyIyQ3IyQwMCQzNjE4MzIjODEjJDEjJDYjJDgz
해맑은소아청소년과의원,의원,경기,용인수지구,신봉동,"경기도 용인시 수지구 신봉2로 2, 센트럴500 207호 (신봉동)",031-896-8297,http://www.sunsoa.co.kr/,39016,1,0,127.0780476,37.323208399999999,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ3MiQzNjE4MzIjNjEjJDEjJDQjJDgz
서울내과의원,의원,경기,용인처인구,포곡읍,"경기도 용인시 처인구 포곡읍 포곡로 97-4, 97",031-333-2237,http://seoulim.kr,40585,3,0,127.2161121,37.269255999999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz
열린연합의원,의원,경기,용인처인구,삼가동,"경기도 용인시 처인구 중부대로 1154, 203호 (삼가동, 인앤인프라자)",031-322-8876,http://,41688,1,0,127.173327,37.239322299999998,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ4OSQyNjE0ODEjNjEjJDEjJDQjJDgz
용인서울안과의원,의원,경기,용인처인구,김량장동,"경기도 용인시 처인구 금령로 86, 3층 303 304 305 306 316호 (김량장동)",031-333-1500,https://www.용인서울안과.com,43061,2,0,127.20580510000001,37.235082499999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQxMyQyNjEyMjIjNjEjJDEjJDgjJDgz
용인우리내과의원,의원,경기,용인처인구,김량장동,"경기도 용인시 처인구 금령로71번길 3, 3층 (김량장동)",031-323-1667,http://yonginwoori.com,40421,1,0,127.2037885,37.235222700000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz
우리가정의원,의원,경기,용인처인구,김량장동,"경기도 용인시 처인구 금령로85번길 1, (김량장동)",031-323-0923,blog.naver.com/drkyeon,37683,1,0,127.20570379999999,37.235495700000001,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz
길내과의원,의원,경기,의정부시,가능동,"경기도 의정부시 평화로 660, 3층 (가능동, 동진빌딩)",031-844-4667,http://www.medkil.com/index.asp,35327,1,0,127.04481509999999,37.750894099999996,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz
나음내과의원,의원,경기,의정부시,의정부동,"경기도 의정부시 시민로 31, 네오타워빌딩 2, 3층 (의정부동)",031-928-5628,http://naumclinic.kr/,42606,4,0,127.0387126,37.738552300000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQxMyQ0NjEwMDIjODEjJDEjJDYjJDgz
로앤산부인과의원,의원,경기,의정부시,의정부동,"경기도 의정부시 시민로 117, 13,14층 (의정부동, 나이키빌딩)",031-856-2288,http://www.prime-sm.com/,42289,4,0,127.0483933,37.738715900000003,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ2MiQzNjEyMjIjNjEjJDEjJDQjJDgz
